PEAK_TRANSACTION_RATE_LABEL,Peak Transaction Rate Label,,,,
PEAK_TRANSACTION_RATE_OUT,peak transaction rate,,,,
PEAK_UNITS,The largest number of units of that resource assigned ever,,,,
PEAK_UPDATE_TRANSACTION_RATE,peak update transaction rate,,,,
PEAK_UPDATE_TRANSACTION_RATE_L,Peak Update Transaction Rate Label,,,,
PEAK_UPDATE_TRANSACTION_RATE_O,peak update transaction rate,,,,
PEF,Previous employment form 16,,,,
PEIND,Position Expired Indicator,,,,
PEINH,Price Unit,,,,
PELUKOR,Primary school/high school in-crease,,,,
PENALTYAMOUNT,Penalty amount,,,,
PENALTYMESSAGE,Textual message associated with the msg type code,,,,
PENALTYTYPE,Code type that specifies the penalty e.g. MT = Amount,,,,
PENAT,Pension amount,,,,
PENDE,WBS element: Basic finish date,,,,
PENDING,Number of pending interactions in group,,,,
PENDING_MESSAGES,Total number of pending messages,,,,
PENDING_REQUESTS,pending request count,,,,
PENDING_USER,Users for Pending On,,,,
PENDING_USER,Users for pending on,,,,
PENNO,Basic Pension Number,,,,
PENSAO,Alimony,,,,
PENSI,Pensioner,,,,
PENSIONE,Pension,,,,
PENSION_AM,Annuity According to Payment Frequency,,,,
PENSION_FG,Statutory Retirement or Disability Pension,,,,
PENSION_ID,Statutory Retirement or Disability Pension,,,,
PENSION_TT,Statutory Retirement or Disability Pension,,,,
PENSRAISEC,Pension raise condition,,,,
PER,Stages UoM separator,,,,
PERABDAT,Start Date for Period,,,,
PERASPSIND,% release from work trade union,,,,
PERAS_GRP_RSN,Grouping Reason for Results Linked by Personnel Assignment,,,,
PERBIDAT,End Date for Period,,,,
PERC,Rise percentage,,,,
PERCDETRFN,Due deduction percentage for large families,,,,
PERCE,Is Percentage Bonus,,,,
PERCENT,Percentage,,,,
PERCENTAGE,Discount of n percent,,,,
PERCENTAGE,Percentage of Data for Structuring Statistics,,,,
PERCENTAGEOFSHIPPEDITEMS,Percentage of Shipped Items,,,,
PERCENTAGE_OF_COMPLETION,Percentage of Completion,,,,
PERCENTAGE_OF_RT,Percentage of overall runtime,,,,
PERCENTAGE_VALUE,Discount in percent,,,,
PERCENTALLOC_VL,Dissolved Percentage Fund,,,,
PERCENTASS_VL,Allocated Percentage,,,,
PERCENTE,Estimated Amount in Percent,,,,
PERCENTRES_VL,Dissolved Percentage,,,,
PERCENTUSED,Percentage of dbspace used,,,,
PERCENT_COMPLETE,The percentage of the task duration completed.,,,,
PERCENT_OF_COMPLETION,Percentage of Completion,,,,
PERCENT_OF_WORK,Work percentage,,,,
PERCENT_SOL,percentage of solidarity contribution,,,,
PERCENT_SPACE_RECLAIMABLE,Percent of recovery area that is reclaimable,,,,
PERCENT_SPACE_USED,Percent of recovery area that is in use,,,,
PERCENT_TYPE,Percentage type,,,,
PERCENT_TYPE,pERCENTAGE TYPE,,,,
PERCENT_WORK_COMPLETE,The percentage of the task work completed.,,,,
PERCENT_WORK_COMPLETE,The percentage of work completed across all tasks.,,,,
PERC_HIGH_USED,Percentage upper limit used,,,,
PERC_LOW_USED,Percentage lower limit used,,,,
PERC_NOT_VALID,Is set when conversion into percent is not useful,,,,
PERC_REC_RECEB,"Revenue percentage received for unit sold, up to reporting",,,,
PERDA,Evaporation (liters) or break weight (Kg),,,,
PERDCY,Periodicity,,,,
PERED,209: transfered vacation / date,,,,
PEREO,208: transfered vacation / reason,,,,
PERFCNTHIG,Alert: MT Performance specific,,,,
PERFCNTLOW,Alert: MT Performance specific,,,,
PERFCOUNT,Number of RAL entries,,,,
PERFEVTHIG,Alert: MT Performance specific,,,,
PERFEVTLOW,Alert: MT Performance specific,,,,
PERFK,Invoice dates (calendar identification),,,,
PERFLAG,Period-type indicator,,,,
PERFORMANCE,Flag: Measure performance (for test purpose),,,,
PERFORMANCE_DESC,Performance Description,,,,
PERFORMANCE_ID,Performance ID,,,,
PERFORM_CALLS,performance: number of calls,,,,
PERFORM_LINES,number of extensions,,,,
PERFORM_LOGONS,performance: number of logons,,,,
PERFORM_USER,performance: number of user,,,,
PERFORM_WAIT,waiting time,,,,
PERFR,For period from,,,,
PERFROM,working period from,,,,
PERFSUBTYPE,subtype of performance attribute,,,,
PERF_CUST,Performance,,,,
PERF_NO,Performance Trace: Number of entries,,,,
PERF_SNAP_TIME_HIGH,High part of 64-Bit time_t,,,,
PERF_SNAP_TIME_LOW,Low part of 64-Bit time_t,,,,
PERID,Social Insurance No. (Box 8),,,,
PERIH,Reporting period high,,,,
PERIL,Reporting period low,,,,
PERIO,Number of trip period,,,,
PERIOD,Period/Year,,,,
PERIODA,Period MM/YYYY,,,,
PERIODE,Payroll Period (MM.YYYY),,,,
PERIODED,Period Length in Days,,,,
PERIODENART,Associated Trip Period Types,,,,
PERIODENDDATE,Period End Date,,,,
PERIODEW,Period Length in Months,,,,
PERIODIC,Periodic jobs indicator ('X'),,,,
PERIODICITY,Periodicity [min],,,,
PERIODICITY_CD,Payment Frequency,,,,
PERIODID,Period ID,,,,
PERIODKEY,Period key like in table Periods,,,,
PERIODRULE_ID,Period rule,,,,
PERIODSTARTDATE,Period Start Date,,,,
PERIODTYPE,Financial Period Breakdown,,,,
PERIOD_CALC,Indicator: Necessary for Periodization,,,,
PERIOD_END,End of Periodization,,,,
PERIOD_FROM,Period Valid From,,,,
PERIOD_FROM,Valid-From Period (Month),,,,
PERIOD_IND_EXPIRATION_DATE,Period Indicator for Shelf Life Expiration Date,,,,
PERIOD_IND_EXPIRATION_DATE,Updated information in related user data field,,,,
PERIOD_MONTH,Month of PF Declaration,,,,
PERIOD_NO,Period no.,,,,
PERIOD_START,Start of Periodization,,,,
PERIOD_TO,Period Valid To,,,,
PERIOD_TO,Valid-To Period (Month),,,,
PERIOD_TYPE,Period Type (Weekly/Monthly/Generic Interval),,,,
PERIOD_TYPE_TEXT,Text for Period Type,,,,
PERIOD_VALUE,Linecolor,,,,
PERIOD_YEAR,Freqency year,,,,
PERIOD_YEAR,Period/Year,,,,
PERIOD_YEAR,Year of PF Declaration,,,,
PERIV,Fi.Year Variant,,,,
PERIVE,Fiscal Year Variant - Operating Concern,,,,
PERIVK,Fiscal Year Variant - Controlling Area,,,,
PERMA,If Is Permanent Bonus,,,,
PERMI,Perm/ temp,,,,
PERMISO_EXIST,Shipment code details exists for the document,,,,
PERMISO_EXISTENTE,If Has Custom Document,,,,
PERMISO_EXISTINTE,If Has Custom Document,,,,
PERMISSION,Authorizations (Only POSIX/UNIX),,,,
PERMISSION,Execute permission for logical commands,,,,
PERMISSION,No authorization,,,,
PERMISSIONS,Rights (See Interface IF_FP_PDF_SECURITY_PERMISSIONS),,,,
PERMO,Time Modifier,,,,
PERMO_D,payday frequency,,,,
PERM_RESI,Perm. residence,,,,
PERNA,Employee Name,,,,
PERNE,Personnel NUMBER,,,,
PERNM,Previous Personnel Number,,,,
PERNN,sponsor id  number,,,,
PERNO,Personnel Number,,,,
PERNR,Personnel Number,,,,
PERNR_COMP,Comparison PERNR,,,,
PERNR_MSG,Message Text,,,,
PERNR_NUM,Number of Personnel Numbers,,,,
PERNR_TEXT,PERNR+ Employee name,,,,
PERPEN,Indivisual pension plan premiums amount,,,,
PERPREMPAYEXP_DT,Next Adjustment,,,,
PERSA_LOC,Personnel area,,,,
PERSDATA,Personalization Data (XML),,,,
PERSG,EE group,,,,
PERSISTENCE_INFO,Persistence Info,,,,
PERSISTENCY_ACCESSES,Number of Persistence Accesses,,,,
PERSISTENCY_DATA_TRANSFERRED,Number of bytes from and to persistence,,,,
PERSISTENCY_TIME,Time for accesses to persistence (ms),,,,
PERSISTOBJKIND,Checks whether the object type is specified on the DB,,,,
PERSIST_ID,Instance Number (Persistent),,,,
PERSIST_ID,Persistence ID,,,,
PERSIST_ID,Persistency ID,,,,
PERSIST_ID_TYPE,Instance Number Type (Persistent),,,,
PERSIST_TYPE,b/B: XI-Persist / bgRFC-Persist,,,,
PERSK,EE subgroup,,,,
PERSNUM,Personnel Number,,,,
PERSON,<PERSON> (Not Evaluated in Standard System),,,,
PERSON,Contact person,,,,
PERSON,Name of employee responsible,,,,
PERSONAL,Personalizable,,,,
PERSONALID_IND,Personal Id Indicator,,,,
PERSONALIZABLE,"TRUE, FALSE",,,,
PERSONID_EXT,Person ID,,,,
PERSONNELAREA,Personnel Area,,,,
PERSONNELNO,Personnel Number,,,,
PERSON_DATA,Data on person,,,,
PERSON_EXT,Name of creator of external system,,,,
PERSON_FLAG,Person Group,,,,
PERSON_ID,Person-Identifikation,,,,
PERSON_NAME,Name,,,,
PERSON_NO,Personnel Number,,,,
PERSON_PERIOD_DEFAULT,Default Value for Data Selection Period,,,,
PERSON_REFERENCE,<PERSON_REFERENCE> Service No. / Person ID / Social Ins. No.,,,,
PERSON_RESPONSIBLE,Person responsible change (From=>To),,,,
PERSTATUS,Person Status,,,,
PERSVIAGG,Travelling employees,,,,
PERS_AREA,Personnel area,,,,
PERS_DATA,Personalization data,,,,
PERS_MEM,"Sum of ""persistent memory""",,,,
PERS_NO,Person number,,,,
PERS_PAGE_URL,Link to Candidate's Personal Pages,,,,
PERTO,working period to,,,,
PERTOT,Period total,,,,
PERTUPA,Amount,,,,
PERTY,Personnel Type (/CORGA),,,,
PERVL_CD,Adjustment Frequency (Years),,,,
PER_APUR,Determination period of the contribution tax and credits,,,,
PER_APUR_ANT,Extemporary social contribution calculation period,,,,
PER_APUR_ANT,Period of extemporaneous tax contribution (MMYYYY),,,,
PER_APU_CRED,Credit calculation period,,,,
PER_AREA_TXT,Personnel area text,,,,
PER_CRED_CIS,"Percentage of the credit transfered, in case of split event",,,,
PER_DEB,DADS-U: period start,,,,
PER_END,Period Ending,,,,
PER_ESCRIT,Bookkeeping period of the document/operation registering,,,,
PER_ESCRIT,Month/Year of bookkeeping in the document/transaction,,,,
PER_FIN,DADS-U: period end,,,,
PER_ID,Indicator: EE birth year (gengou),,,,
PER_MONTH,Month,,,,
PER_REF,Reference period of the bookkeeping (MMAAAA),,,,
PER_SCALE,Scale,,,,
PER_SCALE_P,Scale,,,,
PER_SUBAREA_TXT,Personnel subarea text,,,,
PER_VAL,Performance,,,,
PER_VAL_P,Performance,,,,
PER_YEAR,Year,,,,
PESOBC,Weight for Freight Base Value,,,,
PESOR,"Actual weight, in Tons",,,,
PESORAT,Apportioned Weight,,,,
PESO_BC,Weight for Freight Base Value,,,,
PESO_R,"Actual weight, in Tons",,,,
PESO_RAT,Apportioned Weight,,,,
PETER,Planned End Date,,,,
PETRF,Earliest scheduled start date (Basic),,,,
PETRM,Latest finish,,,,
PEXPD,Recruitered's Passport Expiry Data,,,,
PFACH,PO Box,,,,
PFACH,Post office box,,,,
PFAD_NAME,Oracle File System Requests Fi,,,,
PFAMT,EE's PF YTD Contribution,,,,
PFAMTS,PF AMT in Script,,,,
PFGUID,Internal Identification of Focus Record,,,,
PFKBER,Partner FArea,,,,
PFNAME,iPPE Focus Master Record,,,,
PFNBD,Bool: Garnishment Not Taken,,,,
PFORM,Processing Type,,,,
PFORT,PO Box city,,,,
PFORTB,Authorization for Public List Block,,,,
PFTYPE,PPE Focus Type,,,,
PF_ALLWB,Intergal Part of Contribution to Provident Fund,,,,
PF_ALLWS,Decimal Part of Contribution to Provident Fund,,,,
PF_NRNR,Obsolete - Do Not Populate,,,,
PF_SIZE,Prefetch size in pages,,,,
PF_SZ,Prefetch Size,,,,
PF_SZ_CURRENT,prefetch_size. Current Prefetch Size,,,,
PF_WTTM,prefetch_wait_time: Time Waited for Prefetch (ms),,,,
PGA_ALLOC,PGA mem (bytes) consumed by this sess. at point in time,,,,
PGEBER,Partner Fund,,,,
PGMID,Program ID in requests and tas,,,,
PGMID,Program ID in requests and tasks,,,,
PGNAME,Name in Program,,,,
PGRANT_NBR,Partner Grant,,,,
PGROUP,Protocol Group,,,,
PGRP_TXT,Purchasing Group text,,,,
PGS_FROM_BLOCKIO,pages_from_block_ios,,,,
PGS_FROM_VECTRIO,pages_from_vectored_ios,,,,
PGUID,GUID Node or Variant,,,,
PGUID,Identification of Object Reference in iPPE,,,,
PGUID,Internal Identification for PVS Objects,,,,
PGUID,Internal Number of iPPE Node,,,,
PGUID_PD,Identification of Object Reference in iPPE,,,,
PGUID_REF_PD,Identification of Object Reference in iPPE,,,,
PG_REORGS,page_reorgs: Number of Page REORGs for Table,,,,
PH,"Number of higher-level, primary dimension levels",,,,
PHANT_ITEM,Phantom item indicator,,,,
PHANT_ITEM,Updated information in related user data field,,,,
PHASE,Phase,,,,
PHASEORDER,Order of phase,,,,
PHASE_COLOR,Alert Object Color Status,,,,
PHASE_ICON,Phase,,,,
PHASE_ID,Number,,,,
PHASE_IS_ACTIVE,Phase is active,,,,
PHASE_NUMBER,Phase Number,,,,
PHASE_SINCE,Sales Stage Since,,,,
PHASE_TXT_HEAD,Step Header Text,,,,
PHASE_TYPE,Phase Type,,,,
PHASE_TYPE_TEXT,Phase Type Text,,,,
PHA_TYPE,Phase Type,,,,
PHCHKO,PHCHKO,,,,
PHCONT,PHCONT,,,,
PHFAM,PHF amount,,,,
PHFAM,Public housing fund,,,,
PHFILE,PHFILE,,,,
PHHEAD,PHHEAD,,,,
PHHTE,Handicap date,,,,
PHHYPE,PHHYPE,,,,
PHIFI_BEGDA,Hire date,,,,
PHINR,Area,,,,
PHIO_ID,Physical Information Object,,,,
PHIO_R,Real PHIO Class,,,,
PHIO_REAL,Name of Real PHIO Class,,,,
PHIO_ROLE,Role of Object in Task,,,,
PHIO_V_GL,Customer Virtual Global PHIO Class,,,,
PHIO_V_GL,Name of Virtual Global PHIO Class,,,,
PHIO_V_GL,Virtual Global PHIO Class,,,,
PHIO_V_LO,Customer Virtual Local PHIO Class,,,,
PHIO_V_LO,Name of Virtual Local PHIO Class,,,,
PHIO_V_LO,Virtual Local PHIO Class,,,,
PHNNM,Document owner phone number,,,,
PHONE,"                 				Phone number                 			",,,,
PHONENO,Telephone Number,,,,
PHONENUMBER,Phone number,,,,
PHONETIC,The phonetic information for custom field names.,,,,
PHONETICS,The phonetic spelling of the resource name.,,,,
PHONETIC_ALIAS,The phonetic pronunciation of the alias,,,,
PHONE_EXTENSION,EPM: Phone Extension,,,,
PHONE_HOME,Home phone number,,,,
PHONE_NO,Phone number,,,,
PHONE_NO_AREA,Phone number area code,,,,
PHONE_NO_EXT,Phone number extension,,,,
PHONE_NUM,Telephone Number,,,,
PHONE_NUMBER,Phone Number,,,,
PHONE_OFFICE,Office phone number,,,,
PHONE_REGION,Region Code of Phone Number,,,,
PHONE_REMARKS_CURRENT_STATE,Obsolete,,,,
PHONE_TECH_TYPE,"                         		Phone technical type Possible v",,,,
PHONE_USE_TYPE,"             					Type of use of the phone Possible values",,,,
PHONO,Phone No,,,,
PHONO,Phone Number,,,,
PHOST,SAP Workload: Workload: presentation server,,,,
PHSBM,Phone No. of submitter,,,,
PHYCALLS,SAP Workload NW Collector: Counter in Aggregates,,,,
PHYCHNGREC,SAP Workload NW Collector: Counter in Aggregates,,,,
PHYDELCNT,SAP Workload: Workload: integer without a leading sign,,,,
PHYDRIVE,Character field of length 40,,,,
PHYFILEN,SQL Server physical,,,,
PHYFILEN,SQL Server physical filename,,,,
PHYFILENA,Physical file name (full path)  of the database file.,,,,
PHYINSCNT,SAP Workload: Workload: integer without a leading sign,,,,
PHYMEM,Amount of RAM on the server running SQL Server,,,,
PHYNAME,Character field of length 40,,,,
PHYNR,Number of Physical Sample,,,,
PHYREADCNT,SAP Workload NW Collector: Counter in Aggregates,,,,
PHYSBUFF,Size of the two physical log buffers,,,,
PHYSCORR,Physical log sizing by checkpoint,,,,
PHYSFILE,Physical log file size (KB),,,,
PHYSICAL_FNAME,Physical Name,,,,
PHYSICAL_INDEXES,list of phys. indexes for a logical index,,,,
PHYSICAL_MEMORY,physical memory,,,,
PHYSICAL_MEMORY,total available memory (in KB),,,,
PHYSICAL_PERCENT_COMPLETE,The percentage complete value entered by the Project Manager,,,,
PHYSICAL_READS,Physical Reads,,,,
PHYSICAL_SYSTEM_SLD_ID,Phyisical syteem SLD ID,,,,
PHYSICAL_WRITES,Physical Writes,,,,
PHYSLOG_IO,Average number of kbytes to physical-log per write,,,,
PHYSR_DIR_LOB,phys reads dir lob V$sysstat,,,,
PHYSR_DIR_TEMP,phys reads dir temp V$sysstat,,,,
PHYSR_RET_CORUPT,phys read ret corupt V$sysstat,,,,
PHYSW_DIR_LOB,phys writes dir lob V$sysstat,,,,
PHYSW_DIR_TEMP,phys writes dir temp V$sysstat,,,,
PHYS_CPU_CONSUMP,Physical CPU Consumed,,,,
PHYS_CPU_IDLE,Physical CPU Idle,,,,
PHYS_HOSTNAME,Server Name,,,,
PHYS_PAGE_MAPS,physical_page_maps,,,,
PHYS_READS_DIR,Physical Reads Direct,,,,
PHYS_READS_SYS,Physical Reads from V$SYSSTAT,,,,
PHYS_READ_BYT,Number of bytes read from disks by the monitored SQL,,,,
PHYS_READ_BYT_EXC,% of total,,,,
PHYS_READ_REQ,Number of physical read I/O reqs issued by the monitored SQL,,,,
PHYS_READ_REQ_EXC,% of total,,,,
PHYS_SAMPLE_NR,Number of Physical Sample,,,,
PHYS_UNIT,Physical Unit,,,,
PHYS_WRITES_DIR,Physical Writes Direct,,,,
PHYS_WRITE_BYT,Number of bytes written from disks by the monitored SQL,,,,
PHYS_WRITE_BYT_EXC,% of total,,,,
PHYS_WRITE_REQ,No. of physical write I/O reqs issued by the monitored SQL,,,,
PHYS_WRITE_REQ_EXC,% of total,,,,
PHYUPDCNT,SAP Workload: Workload: integer without a leading sign,,,,
PH_CLASS,Physical Information Object Class,,,,
PH_HEADTAB,Name of Header Table of PHIO Class,,,,
PH_OBJID,Physical Document,,,,
PH_OBJID,Physical information object,,,,
PIAMT,PI amount,,,,
PIAMT,Pension,,,,
PIBAN,Partner Bank Account: IBAN,,,,
PIBAS,Base for pension insurance contributions within base limit,,,,
PICKUP_DATE,Pickup Date,,,,
PICKUP_DATE,Pickup date,,,,
PICKUP_LOC,Pickup Location,,,,
PICKUP_TIME,Pickup Time,,,,
PICKUP_TIME,Pickup time,,,,
PICK_RCV,Dynpro field name,,,,
PICK_UP_DA,Pick up date,,,,
PICMSOUTRAUF,CT-e: ICMS Tax Rate,,,,
PICOASREQ,Confirm as Requested,,,,
PICON,Pension insurance contributions within base limit,,,,
PICPS_EXISTS,Indicates alternate parts existance,,,,
PICTURE,Picture,,,,
PICTURE_DESCR,Short Text for Profile Photo,,,,
PICTURE_MIME_TYPE,MIME Type of Profile Photo,,,,
PIC_ROW,Binary Row of Image File,,,,
PID,Char 3 Project ID,,,,
PID,Integration Engine: Pipeline ID,,,,
PIDENT,Data Element Identifier,,,,
PIDNI,Nationality ID,,,,
PIDS,process ID's separated by comma,,,,
PID_WP,PID & WP Number,,,,
PIECE_LIST,Request/Task,,,,
PIEFF,Part-time Hours Effective Date,,,,
PIID,Push Initiator,,,,
PIN,SUFRAMA PIN Code,,,,
PINF_TYPE,Type in Package Interface,,,,
PINGS,Ping operations over the channel since the last select,,,,
PING_TIME,Ping Time to TREX in ms,,,,
PINN, 601: INN,,,,
PINNED,Report may not be Deleted,,,,
PINT,Penal Interest (Rs.),,,,
PINTERVAL,Interval in Hours,,,,
PIOIV,Date for intercompany billing,,,,
PIPELINED,Indicates whether the procedure is a pipelined table functio,,,,
PIPELINE_ID,Pipeline ID,,,,
PIS,Identity Number,,,,
PISPASEP,Identity Number,,,,
PIS_IMP,PIS Value paid on import transaction,,,,
PI_MSG_ID,PI Message ID,,,,
PI_TABLE,Line item table (Plan data),,,,
PJARMUPA,Salary based on differencies in wage system,,,,
PJCCTHRESH,Partner/Project Cash Call Threshold,,,,
PJOBS,Number of Parallel Jobs,,,,
PKEY,Key,,,,
PKEY_CHECK,Execute Partitioning Key Check,,,,
PKGAB,Date as of which personal calendar must be generated,,,,
PKGCINSERT,Number of sections inserted into cache,,,,
PKGCLOOKUP,Number of section lookups,,,,
PKGUN_WEI_UNI,Tare Weight Unit of Measure,,,,
PKGUN_WEI_VAL,Tare Weight,,,,
PKG_CA_INS,Package Cache Inserts,,,,
PKG_CA_LKU,Package Cache Lookups,,,,
PKG_CA_QAL,Package Cache Quality (%),,,,
PKG_CA_SZ,Package Cache Size (KB),,,,
PKG_NUM_OV,Package Cache Number Overflows,,,,
PKG_SZ_TOP,Package Cache Size Top,,,,
PKG_TOTALSIZE_KB,Total size of SQL Packages,,,,
PKIDSHUMA,Pkid shuma,,,,
PKOND,Percentage Rate,,,,
PKOSA,Cost Object Controlling linking active,,,,
PKOSTL,Partner cst ctr,,,,
PKSLA,CCtr/Activity Type,,,,
PKUNRE,Bill-to party,,,,
PKUNRG,Payer,,,,
PKUNWE,Ship-to party,,,,
PKWIU,Control code for consumption taxes in foreign trade,,,,
PKWKL,Vehicle Class,,,,
PKZER,Lock Indicator for Planning Revenues,,,,
PKZKP,Lock Indicator for Plan Primary Costs,,,,
PKZKS,Lock Indicator for Plan Secondary Costs,,,,
PK_UPOS,Take Packing Subitems into Account as Subobjects,,,,
PL,"Number of lower-level, primary dimension levels",,,,
PLACA,Vehicle License Plate,,,,
PLACD,Accident Occur Place,,,,
PLACE,Job Place,,,,
PLACEBORN, 111: mesto rozhdenia 1str.,,,,
PLACEBORN_OKATO,111: Birth Place OKATO,,,,
PLACEHOLDER,Abbreviation in Name Description String,,,,
PLACEMENTINDX,index of placement ( action sequence order ),,,,
PLACEMENTS,"Placement information (quantity, UoM)",,,,
PLACE_HOLDER,not used,,,,
PLACE_HOLDERAST,not used,,,,
PLACE_HOLDERCI,not used,,,,
PLACE_HOLDERDST,not used,,,,
PLACE_HOLDERPRP,not used,,,,
PLACE_HOLDERSI,not used,,,,
PLACE_HOLDER_DYN,not used,,,,
PLACE_HOLDER_IT,not used,,,,
PLACE_HOLDER_P,Not Used,,,,
PLACE_HOLDER_TXT,not used,,,,
PLACE_TAB_AT_BEGINNING,Tab name,,,,
PLACMT,Number of employees - prior work,,,,
PLAF_DEL,Number of PLAF deleted,,,,
PLAF_INS,Number of PLAF created,,,,
PLAF_INS_W_BOM,Number of PLAF created with BOM,,,,
PLAF_UPD,Number of PLAF updated,,,,
PLAF_W_BOM_P_MAT,Number of PLAF with BOM per Material,,,,
PLAKZ,Planning elem,,,,
PLANA,Job Assigned,,,,
PLANBAR,Planable = 'P' / Not planable = 'N',,,,
PLANDLVSCH,Planning delivery schedule instruction,,,,
PLANE,"Level 0 (BMP), 1 (SMP), 2 (SIP), 3 (TIP), .., 14, 15, 16",,,,
PLANE,String Level in Unicode,,,,
PLANETYPE,Aircraft Type,,,,
PLANFINISHDATE,Planned Finish,,,,
PLANG,Single-character flag,,,,
PLANGROUP,Planning Profile Grp,,,,
PLANINTEGRATED,Indicator for Integrated Planning,,,,
PLANITEM,Annual Value / Overall / Total,,,,
PLANITEM,"Planning Object (Annual,Overall,Total)",,,,
PLANLINK,Link to Annotations,,,,
PLANLOC,OIL-TSW: Field will be deleted in R3E,,,,
PLANMODE,"Planning Mode: ""L"" - Local Only ""G"" - Global Only "" "" - Both",,,,
PLANNED,Planned,,,,
PLANNED_COST,Planned Costs,,,,
PLANNED_COST_YTD,Planned Costs Year to Date,,,,
PLANNED_DECISION_DATE,Planned Decision Date,,,,
PLANNED_DECISION_DATE,Planned Decision date,,,,
PLANNED_DURATION,Planned Duration,,,,
PLANNED_EFFORT,Planned Effort,,,,
PLANNED_EFFORT_YTD,Planned Effort Year-to-Date,,,,
PLANNED_END_DATE_DESCRIPTION,"GMI:Pl. End Date with additional info (work, duration, etc.)",,,,
PLANNED_END_DATE_LAYER,"GMI: Position of ""Planned End Date"" relative to Bar",,,,
PLANNED_FINISH,Planned Finish Date,,,,
PLANNED_START,Planned Start Date,,,,
PLANNED_START_DATE,GMI (GANTT More Info):Display of Planned Start Date on GANTT,,,,
PLANNED_START_DATE_LAYER,"GMI: Position of ""Planned Start Date"" relative to Bar",,,,
PLANNED_WORK,Work,,,,
PLANNED_WORK_UNIT,Unit for Work,,,,
PLANNED_WORK_UNIT_TEXT,Unit for work,,,,
PLANNED_WORK_UNIT_TEXT,Unit of Measurement Text (Maximum 10 Characters),,,,
PLANNED_WORK_UNIT_TEXT,Unit of Measurement Text with Maximum of 10 Characters,,,,
PLANNED_WORK_UOM,Unit for work,,,,
PLANPLANT,Maintenance Planning Plant,,,,
PLANS,Position,,,,
PLANSTARTDATE,Planned Start,,,,
PLANSTARTDATE,Planned Start Date,,,,
PLANS_TEXT,Position name,,,,
PLANT,Plant,,,,
PLANTIAD,Plan of DSNTIAD,,,,
PLANTIAD,Plan of program DSNTIAD (variable $PLANTIAD),,,,
PLANT_ADDRESS,Address Detail,,,,
PLANT_BTN,Plants Pushbutton,,,,
PLANT_CITY,City,,,,
PLANT_IND,Plant Indicator,,,,
PLANT_IND,Plant indicator summary,,,,
PLANT_LIST,List of Plants Maintained,,,,
PLANT_O,Receiving plant for old device,,,,
PLANT_POSTALCODE,Postal Code,,,,
PLANT_TEXT,Plant Text,,,,
PLANT_WORKCENTER,Plant associated with main work center,,,,
PLANVERS,Plan Version,,,,
PLANVERSION,Plan Version,,,,
PLAN_BASIC,Planning method for project basic dates,,,,
PLAN_BASIS,Currency amount for BAPIS (with 9 decimal places),,,,
PLAN_CURRENCY,Currency Key,,,,
PLAN_DEL,Planned delivery time in days,,,,
PLAN_DESC,Short Text,,,,
PLAN_DETAILS,Short Text,,,,
PLAN_DLV,MRP for delivery schedule types,,,,
PLAN_DSNTIAD,Plan of program DSNTIAD (variable $PLANTIAD),,,,
PLAN_END_REL,Plan end time relative to the start,,,,
PLAN_EXECUTION,Flag: plan execution details are recorded,,,,
PLAN_FCST,Planning method for project forecast dates,,,,
PLAN_FLAG,Plan Flag,,,,
PLAN_FORECAST_PERIOD,Forecast Period,,,,
PLAN_FORECAST_YEAR,Forecast Year,,,,
PLAN_GUID,Plan GUID,,,,
PLAN_HASH,PLAN_HASH,,,,
PLAN_HASH_VALUE,Numerical representation of the SQL plan for this cursor,,,,
PLAN_HORIZON_PERIOD_DESCR,Period short text,,,,
PLAN_ID,Plan ID,,,,
PLAN_INDEX_T,Plan Index,,,,
PLAN_INDEX_T,Plan index,,,,
PLAN_LINE,SQL plan line ID,,,,
PLAN_PROFILE,Planning profile,,,,
PLAN_SCEN_DESC,Plan Type Description,,,,
PLAN_SCEN_ID,Plan Scenario,,,,
PLAN_SCHED_TYPE,Schedule line type EDI,,,,
PLAN_SOURCE,plan source,,,,
PLAN_START,Planned start time,,,,
PLAN_TEXT,Plan Text,,,,
PLAN_TYPE_DESC,Plan Type Description,,,,
PLAN_TYPE_ID,Plan Type ID,,,,
PLAN_VERSION,Plan Version,,,,
PLAOR,Indicator for the planning location,,,,
PLART,Planning type,,,,
PLATD,payer position,,,,
PLATENO,FS-PM: License Plate of Vehicle (Temporary),,,,
PLATENUMBER_TT,License Plate Number,,,,
PLATF,payer name,,,,
PLATFORM,"                                 		Departure or arrival pla",,,,
PLATFORM_ARR,Arrival Platform,,,,
PLATFORM_DEP,Departure Platform,,,,
PLATH,Birthplace,,,,
PLATX,Accident Place,,,,
PLAUS,Indicators for planning user,,,,
PLAV,Filler (city alt. lang.),,,,
PLAYBACKNO,Playback Number,,,,
PLAZ,City,,,,
PLAZU,Indicator for planning access,,,,
PLA_PER,Planned: Current Period,,,,
PLA_YTD,Planned: Year to Date,,,,
PLBIR,Place of birth,,,,
PLCONDVAL,Currency amount for BAPIS (with 9 decimal places),,,,
PLDLVSHDIN,Planning delivery schedule instruction,,,,
PLDLVSTYP,MRP for delivery schedule types,,,,
PLDLVSTYP,Updated information in related user data field,,,,
PLEN,Internal length field for PDATA,,,,
PLENGH,Length of Parameter,,,,
PLEVEL,Level of the PVS Explosion,,,,
